date,source,destination,transfer_type,gb_transferred,cost
2026-03-09,service-2,service-3,cross-region,1596.79,31.94
2026-03-09,service-3,service-4,internet-egress,388.64,17.49
2026-03-09,service-4,service-5,VPC-peering,270.88,2.71
2026-03-09,service-5,service-6,cross-AZ,2088.16,20.88
2026-03-09,service-6,service-7,cross-region,1186.44,23.73
2026-03-09,service-7,service-8,internet-egress,2153.65,96.91
2026-03-09,service-8,service-9,VPC-peering,2076.53,20.77
2026-03-10,service-1,service-2,cross-AZ,2244.09,22.44
2026-03-10,service-2,service-3,cross-region,215.86,4.32
2026-03-10,service-3,service-4,internet-egress,546.71,24.6
2026-03-10,service-4,service-5,VPC-peering,810.74,8.11
2026-03-10,service-5,service-6,cross-AZ,426.95,4.27
2026-03-10,service-6,service-7,cross-region,1265.13,25.3
2026-03-10,service-7,service-8,internet-egress,2017.54,90.79
2026-03-10,service-8,service-9,VPC-peering,2382.84,23.83
2026-03-10,service-9,service-10,cross-AZ,2234.98,22.35
2026-03-10,service-10,service-11,cross-region,1197.61,23.95
2026-03-10,service-11,service-12,internet-egress,1627.58,73.24
2026-03-10,service-12,service-1,VPC-peering,653.67,6.54
2026-03-10,service-1,service-2,cross-AZ,1067.22,10.67
2026-03-10,service-2,service-3,cross-region,2190.84,43.82
2026-03-10,service-3,service-4,internet-egress,170.07,7.65
2026-03-10,service-4,service-5,VPC-peering,1378.62,13.79
2026-03-10,service-5,service-6,cross-AZ,2194.72,21.95
2026-03-10,service-6,service-7,cross-region,392.82,7.86
2026-03-10,service-7,service-8,internet-egress,2458.11,110.61
2026-03-10,service-8,service-9,VPC-peering,129.74,1.3
2026-03-11,service-1,service-2,cross-AZ,2226.69,22.27
2026-03-11,service-2,service-3,cross-region,948.81,18.98
2026-03-11,service-3,service-4,internet-egress,418.46,18.83
2026-03-11,service-4,service-5,VPC-peering,477.66,4.78
2026-03-11,service-5,service-6,cross-AZ,1782.83,17.83
2026-03-11,service-6,service-7,cross-region,2189.73,43.79
2026-03-11,service-7,service-8,internet-egress,1638.56,73.74
2026-03-11,service-8,service-9,VPC-peering,2328.94,23.29
2026-03-11,service-9,service-10,cross-AZ,2121.95,21.22
2026-03-11,service-10,service-11,cross-region,121.68,2.43
2026-03-11,service-11,service-12,internet-egress,1706.63,76.8
2026-03-11,service-12,service-1,VPC-peering,831.12,8.31
2026-03-11,service-1,service-2,cross-AZ,1190.8,11.91
2026-03-11,service-2,service-3,cross-region,325.67,6.51
2026-03-11,service-3,service-4,internet-egress,777.04,34.97
2026-03-11,service-4,service-5,VPC-peering,1618.45,16.18
2026-03-11,service-5,service-6,cross-AZ,624.12,6.24
2026-03-11,service-6,service-7,cross-region,1654.09,33.08
2026-03-11,service-7,service-8,internet-egress,2315.28,104.19
2026-03-11,service-8,service-9,VPC-peering,111.86,1.12
2026-03-12,service-1,service-2,cross-AZ,1985.85,19.86
2026-03-12,service-2,service-3,cross-region,1639.17,32.78
2026-03-12,service-3,service-4,internet-egress,211.92,9.54
2026-03-12,service-4,service-5,VPC-peering,1996.4,19.96
2026-03-12,service-5,service-6,cross-AZ,638.85,6.39
2026-03-12,service-6,service-7,cross-region,737.97,14.76
2026-03-12,service-7,service-8,internet-egress,324.44,14.6
2026-03-12,service-8,service-9,VPC-peering,1382.51,13.83
2026-03-12,service-9,service-10,cross-AZ,1295.74,12.96
2026-03-12,service-10,service-11,cross-region,933.22,18.66
2026-03-12,service-11,service-12,internet-egress,505.01,22.73
2026-03-12,service-12,service-1,VPC-peering,2111.09,21.11
2026-03-12,service-1,service-2,cross-AZ,2203.31,22.03
2026-03-12,service-2,service-3,cross-region,1397.39,27.95
2026-03-12,service-3,service-4,internet-egress,686.14,30.88
2026-03-12,service-4,service-5,VPC-peering,330.66,3.31
2026-03-12,service-5,service-6,cross-AZ,2184.51,21.85
2026-03-12,service-6,service-7,cross-region,330.53,6.61
2026-03-12,service-7,service-8,internet-egress,131.63,5.92
2026-03-12,service-8,service-9,VPC-peering,1226.55,12.27
2026-03-13,service-1,service-2,cross-AZ,1855.05,18.55
2026-03-13,service-2,service-3,cross-region,1198.09,23.96
2026-03-13,service-3,service-4,internet-egress,223.39,10.05
2026-03-13,service-4,service-5,VPC-peering,1756.07,17.56
2026-03-13,service-5,service-6,cross-AZ,1641.6,16.42
2026-03-13,service-6,service-7,cross-region,1735.67,34.71
2026-03-13,service-7,service-8,internet-egress,606.89,27.31
2026-03-13,service-8,service-9,VPC-peering,2009.68,20.1
2026-03-13,service-9,service-10,cross-AZ,1250.0,12.5
2026-03-13,service-10,service-11,cross-region,1387.25,27.74
2026-03-13,service-11,service-12,internet-egress,1409.99,63.45
2026-03-13,service-12,service-1,VPC-peering,788.34,7.88
2026-03-13,service-1,service-2,cross-AZ,700.32,7.0
2026-03-13,service-2,service-3,cross-region,111.44,2.23
2026-03-13,service-3,service-4,internet-egress,1051.86,47.33
2026-03-13,service-4,service-5,VPC-peering,1264.25,12.64
2026-03-13,service-5,service-6,cross-AZ,1882.73,18.83
2026-03-13,service-6,service-7,cross-region,259.9,5.2
2026-03-13,service-7,service-8,internet-egress,2317.57,104.29
2026-03-13,service-8,service-9,VPC-peering,733.5,7.34
2026-03-14,service-1,service-2,cross-AZ,980.13,9.8
2026-03-14,service-2,service-3,cross-region,216.07,4.32
2026-03-14,service-3,service-4,internet-egress,1667.53,75.04
2026-03-14,service-4,service-5,VPC-peering,1801.41,18.01
2026-03-14,service-5,service-6,cross-AZ,2329.1,23.29
2026-03-14,service-6,service-7,cross-region,908.39,18.17
2026-03-14,service-7,service-8,internet-egress,717.68,32.3
2026-03-14,service-8,service-9,VPC-peering,1842.61,18.43
2026-03-14,service-9,service-10,cross-AZ,1796.32,17.96
2026-03-14,service-10,service-11,cross-region,2349.1,46.98
2026-03-14,service-11,service-12,internet-egress,592.76,26.67
2026-03-14,service-12,service-1,VPC-peering,1792.7,17.93
2026-03-14,service-1,service-2,cross-AZ,260.48,2.6
2026-03-14,service-2,service-3,cross-region,1252.88,25.06
2026-03-14,service-3,service-4,internet-egress,386.54,17.39
2026-03-14,service-4,service-5,VPC-peering,1667.55,16.68
2026-03-14,service-5,service-6,cross-AZ,1543.52,15.44
2026-03-14,service-6,service-7,cross-region,217.2,4.34
2026-03-14,service-7,service-8,internet-egress,867.08,39.02
2026-03-14,service-8,service-9,VPC-peering,1048.08,10.48
2026-03-15,service-1,service-2,cross-AZ,695.34,6.95
2026-03-15,service-2,service-3,cross-region,192.81,3.86
2026-03-15,service-3,service-4,internet-egress,865.17,38.93
2026-03-15,service-4,service-5,VPC-peering,2002.3,20.02
2026-03-15,service-5,service-6,cross-AZ,964.26,9.64
2026-03-15,service-6,service-7,cross-region,876.09,17.52
2026-03-15,service-7,service-8,internet-egress,2360.21,106.21
2026-03-15,service-8,service-9,VPC-peering,199.91,2.0
2026-03-15,service-9,service-10,cross-AZ,1941.49,19.41
2026-03-15,service-10,service-11,cross-region,1259.42,25.19
2026-03-15,service-11,service-12,internet-egress,2366.71,106.5
2026-03-15,service-12,service-1,VPC-peering,1044.33,10.44
2026-03-15,service-1,service-2,cross-AZ,1799.3,17.99
2026-03-15,service-2,service-3,cross-region,267.84,5.36
2026-03-15,service-3,service-4,internet-egress,2329.05,104.81
2026-03-15,service-4,service-5,VPC-peering,926.9,9.27
2026-03-15,service-5,service-6,cross-AZ,1357.61,13.58
2026-03-15,service-6,service-7,cross-region,432.36,8.65
2026-03-15,service-7,service-8,internet-egress,2369.34,106.62
2026-03-15,service-8,service-9,VPC-peering,1715.13,17.15
2026-03-16,service-1,service-2,cross-AZ,229.47,2.29
2026-03-16,service-2,service-3,cross-region,472.5,9.45
2026-03-16,service-3,service-4,internet-egress,1059.6,47.68
2026-03-16,service-4,service-5,VPC-peering,620.25,6.2
2026-03-16,service-5,service-6,cross-AZ,831.1,8.31
2026-03-16,service-6,service-7,cross-region,2493.98,49.88
2026-03-16,service-7,service-8,internet-egress,1680.76,75.63
2026-03-16,service-8,service-9,VPC-peering,2313.32,23.13
2026-03-16,service-9,service-10,cross-AZ,1145.92,11.46
2026-03-16,service-10,service-11,cross-region,1804.68,36.09
2026-03-16,service-11,service-12,internet-egress,1203.26,54.15
2026-03-16,service-12,service-1,VPC-peering,887.74,8.88
2026-03-16,service-1,service-2,cross-AZ,1346.02,13.46
2026-03-16,service-2,service-3,cross-region,1125.55,22.51
2026-03-16,service-3,service-4,internet-egress,2453.3,110.4
2026-03-16,service-4,service-5,VPC-peering,1290.8,12.91
2026-03-16,service-5,service-6,cross-AZ,2046.67,20.47
2026-03-16,service-6,service-7,cross-region,1700.37,34.01
2026-03-16,service-7,service-8,internet-egress,1251.11,56.3
2026-03-16,service-8,service-9,VPC-peering,1237.96,12.38
2026-03-17,service-1,service-2,cross-AZ,920.54,9.21
2026-03-17,service-2,service-3,cross-region,356.76,7.14
2026-03-17,service-3,service-4,internet-egress,1927.53,86.74
2026-03-17,service-4,service-5,VPC-peering,2303.43,23.03
2026-03-17,service-5,service-6,cross-AZ,623.09,6.23
2026-03-17,service-6,service-7,cross-region,2321.62,46.43
2026-03-17,service-7,service-8,internet-egress,657.53,29.59
2026-03-17,service-8,service-9,VPC-peering,1372.19,13.72
2026-03-17,service-9,service-10,cross-AZ,924.69,9.25
2026-03-17,service-10,service-11,cross-region,374.82,7.5
2026-03-17,service-11,service-12,internet-egress,226.81,10.21
2026-03-17,service-12,service-1,VPC-peering,976.83,9.77
2026-03-17,service-1,service-2,cross-AZ,213.63,2.14
2026-03-17,service-2,service-3,cross-region,350.1,7.0
2026-03-17,service-3,service-4,internet-egress,441.51,19.87
2026-03-17,service-4,service-5,VPC-peering,104.6,1.05
2026-03-17,service-5,service-6,cross-AZ,467.81,4.68
2026-03-17,service-6,service-7,cross-region,1485.47,29.71
2026-03-17,service-7,service-8,internet-egress,2066.86,93.01
2026-03-17,service-8,service-9,VPC-peering,564.23,5.64
2026-03-18,service-1,service-2,cross-AZ,294.09,2.94
2026-03-18,service-2,service-3,cross-region,1850.83,37.02
2026-03-18,service-3,service-4,internet-egress,119.59,5.38
2026-03-18,service-4,service-5,VPC-peering,1861.99,18.62
2026-03-18,service-5,service-6,cross-AZ,414.68,4.15
2026-03-18,service-6,service-7,cross-region,647.88,12.96
2026-03-18,service-7,service-8,internet-egress,388.17,17.47
2026-03-18,service-8,service-9,VPC-peering,693.61,6.94
2026-03-18,service-9,service-10,cross-AZ,2015.62,20.16
2026-03-18,service-10,service-11,cross-region,418.11,8.36
2026-03-18,service-11,service-12,internet-egress,2486.0,111.87
2026-03-18,service-12,service-1,VPC-peering,885.03,8.85
2026-03-18,service-1,service-2,cross-AZ,2312.72,23.13
2026-03-18,service-2,service-3,cross-region,556.08,11.12
2026-03-18,service-3,service-4,internet-egress,550.95,24.79
2026-03-18,service-4,service-5,VPC-peering,1456.81,14.57
2026-03-18,service-5,service-6,cross-AZ,221.44,2.21
2026-03-18,service-6,service-7,cross-region,2022.41,40.45
2026-03-18,service-7,service-8,internet-egress,1155.08,51.98
2026-03-18,service-8,service-9,VPC-peering,1778.07,17.78
2026-03-19,service-1,service-2,cross-AZ,519.12,5.19
2026-03-19,service-2,service-3,cross-region,1641.66,32.83
2026-03-19,service-3,service-4,internet-egress,1525.77,68.66
2026-03-19,service-4,service-5,VPC-peering,1913.59,19.14
2026-03-19,service-5,service-6,cross-AZ,813.76,8.14
2026-03-19,service-6,service-7,cross-region,2339.6,46.79
2026-03-19,service-7,service-8,internet-egress,2407.12,108.32
2026-03-19,service-8,service-9,VPC-peering,2183.5,21.83
2026-03-19,service-9,service-10,cross-AZ,1472.88,14.73
2026-03-19,service-10,service-11,cross-region,1108.69,22.17
2026-03-19,service-11,service-12,internet-egress,239.18,10.76
2026-03-19,service-12,service-1,VPC-peering,2373.35,23.73
2026-03-19,service-1,service-2,cross-AZ,2384.28,23.84
2026-03-19,service-2,service-3,cross-region,144.85,2.9
2026-03-19,service-3,service-4,internet-egress,956.53,43.04
2026-03-19,service-4,service-5,VPC-peering,2212.09,22.12
2026-03-19,service-5,service-6,cross-AZ,294.04,2.94
2026-03-19,service-6,service-7,cross-region,571.76,11.44
2026-03-19,service-7,service-8,internet-egress,2448.83,110.2
2026-03-19,service-8,service-9,VPC-peering,2133.49,21.33
2026-03-20,service-1,service-2,cross-AZ,2288.95,22.89
2026-03-20,service-2,service-3,cross-region,441.17,8.82
2026-03-20,service-3,service-4,internet-egress,607.16,27.32
2026-03-20,service-4,service-5,VPC-peering,1553.0,15.53
2026-03-20,service-5,service-6,cross-AZ,1304.17,13.04
2026-03-20,service-6,service-7,cross-region,816.41,16.33
2026-03-20,service-7,service-8,internet-egress,2221.23,99.96
2026-03-20,service-8,service-9,VPC-peering,2263.33,22.63
2026-03-20,service-9,service-10,cross-AZ,800.04,8.0
2026-03-20,service-10,service-11,cross-region,473.81,9.48
2026-03-20,service-11,service-12,internet-egress,457.82,20.6
2026-03-20,service-12,service-1,VPC-peering,1262.62,12.63
2026-03-20,service-1,service-2,cross-AZ,419.0,4.19
2026-03-20,service-2,service-3,cross-region,1236.02,24.72
2026-03-20,service-3,service-4,internet-egress,1208.64,54.39
2026-03-20,service-4,service-5,VPC-peering,2221.86,22.22
2026-03-20,service-5,service-6,cross-AZ,810.91,8.11
2026-03-20,service-6,service-7,cross-region,1445.57,28.91
2026-03-20,service-7,service-8,internet-egress,1884.4,84.8
2026-03-20,service-8,service-9,VPC-peering,1530.2,15.3
2026-03-21,service-1,service-2,cross-AZ,2389.76,23.9
2026-03-21,service-2,service-3,cross-region,1545.47,30.91
2026-03-21,service-3,service-4,internet-egress,2264.47,101.9
2026-03-21,service-4,service-5,VPC-peering,688.14,6.88
2026-03-21,service-5,service-6,cross-AZ,1445.81,14.46
2026-03-21,service-6,service-7,cross-region,1403.93,28.08
2026-03-21,service-7,service-8,internet-egress,2474.69,111.36
2026-03-21,service-8,service-9,VPC-peering,590.82,5.91
2026-03-21,service-9,service-10,cross-AZ,438.38,4.38
2026-03-21,service-10,service-11,cross-region,1568.01,31.36
2026-03-21,service-11,service-12,internet-egress,636.86,28.66
2026-03-21,service-12,service-1,VPC-peering,1633.97,16.34
2026-03-21,service-1,service-2,cross-AZ,2433.97,24.34
2026-03-21,service-2,service-3,cross-region,2371.61,47.43
2026-03-21,service-3,service-4,internet-egress,654.65,29.46
2026-03-21,service-4,service-5,VPC-peering,510.15,5.1
2026-03-21,service-5,service-6,cross-AZ,1445.77,14.46
2026-03-21,service-6,service-7,cross-region,1508.27,30.17
2026-03-21,service-7,service-8,internet-egress,1689.4,76.02
2026-03-21,service-8,service-9,VPC-peering,1879.58,18.8
2026-03-22,service-1,service-2,cross-AZ,1542.3,15.42
2026-03-22,service-2,service-3,cross-region,368.21,7.36
2026-03-22,service-3,service-4,internet-egress,1996.38,89.84
2026-03-22,service-4,service-5,VPC-peering,290.84,2.91
2026-03-22,service-5,service-6,cross-AZ,147.98,1.48
2026-03-22,service-6,service-7,cross-region,1947.18,38.94
2026-03-22,service-7,service-8,internet-egress,1416.06,63.72
2026-03-22,service-8,service-9,VPC-peering,1776.62,17.77
2026-03-22,service-9,service-10,cross-AZ,1018.59,10.19
2026-03-22,service-10,service-11,cross-region,126.62,2.53
2026-03-22,service-11,service-12,internet-egress,894.44,40.25
2026-03-22,service-12,service-1,VPC-peering,1559.52,15.6
2026-03-22,service-1,service-2,cross-AZ,641.69,6.42
2026-03-22,service-2,service-3,cross-region,1750.73,35.01
2026-03-22,service-3,service-4,internet-egress,2006.56,90.3
2026-03-22,service-4,service-5,VPC-peering,1190.24,11.9
2026-03-22,service-5,service-6,cross-AZ,2201.73,22.02
2026-03-22,service-6,service-7,cross-region,2151.56,43.03
2026-03-22,service-7,service-8,internet-egress,2207.34,99.33
2026-03-22,service-8,service-9,VPC-peering,1686.49,16.86
2026-03-23,service-1,service-2,cross-AZ,831.49,8.31
2026-03-23,service-2,service-3,cross-region,1255.0,25.1
2026-03-23,service-3,service-4,internet-egress,1805.23,81.24
2026-03-23,service-4,service-5,VPC-peering,605.35,6.05
2026-03-23,service-5,service-6,cross-AZ,1873.22,18.73
2026-03-23,service-6,service-7,cross-region,1415.41,28.31
2026-03-23,service-7,service-8,internet-egress,330.44,14.87
2026-03-23,service-8,service-9,VPC-peering,1437.49,14.37
2026-03-23,service-9,service-10,cross-AZ,260.26,2.6
2026-03-23,service-10,service-11,cross-region,134.34,2.69
2026-03-23,service-11,service-12,internet-egress,2235.11,100.58
2026-03-23,service-12,service-1,VPC-peering,1275.8,12.76
2026-03-23,service-1,service-2,cross-AZ,1403.9,14.04
2026-03-23,service-2,service-3,cross-region,771.85,15.44
2026-03-23,service-3,service-4,internet-egress,1402.59,63.12
2026-03-23,service-4,service-5,VPC-peering,505.28,5.05
2026-03-23,service-5,service-6,cross-AZ,1889.55,18.9
2026-03-23,service-6,service-7,cross-region,2076.04,41.52
2026-03-23,service-7,service-8,internet-egress,2154.1,96.93
2026-03-23,service-8,service-9,VPC-peering,355.97,3.56
2026-03-24,service-1,service-2,cross-AZ,1438.61,14.39
2026-03-24,service-2,service-3,cross-region,2041.0,40.82
2026-03-24,service-3,service-4,internet-egress,407.72,18.35
2026-03-24,service-4,service-5,VPC-peering,338.85,3.39
2026-03-24,service-5,service-6,cross-AZ,2060.66,20.61
2026-03-24,service-6,service-7,cross-region,2012.17,40.24
2026-03-24,service-7,service-8,internet-egress,1176.86,52.96
2026-03-24,service-8,service-9,VPC-peering,363.31,3.63
2026-03-24,service-9,service-10,cross-AZ,1338.7,13.39
2026-03-24,service-10,service-11,cross-region,1047.53,20.95
2026-03-24,service-11,service-12,internet-egress,1344.51,60.5
2026-03-24,service-12,service-1,VPC-peering,1155.75,11.56
2026-03-24,service-1,service-2,cross-AZ,1464.43,14.64
2026-03-24,service-2,service-3,cross-region,1845.11,36.9
2026-03-24,service-3,service-4,internet-egress,1959.66,88.18
2026-03-24,service-4,service-5,VPC-peering,1657.56,16.58
2026-03-24,service-5,service-6,cross-AZ,577.46,5.77
2026-03-24,service-6,service-7,cross-region,1053.1,21.06
2026-03-24,service-7,service-8,internet-egress,270.94,12.19
2026-03-24,service-8,service-9,VPC-peering,1184.02,11.84
2026-03-25,service-1,service-2,cross-AZ,2428.81,24.29
2026-03-25,service-2,service-3,cross-region,1640.15,32.8
2026-03-25,service-3,service-4,internet-egress,471.07,21.2
2026-03-25,service-4,service-5,VPC-peering,744.59,7.45
2026-03-25,service-5,service-6,cross-AZ,254.98,2.55
2026-03-25,service-6,service-7,cross-region,537.79,10.76
2026-03-25,service-7,service-8,internet-egress,1270.82,57.19
2026-03-25,service-8,service-9,VPC-peering,927.66,9.28
2026-03-25,service-9,service-10,cross-AZ,589.51,5.9
2026-03-25,service-10,service-11,cross-region,451.84,9.04
2026-03-25,service-11,service-12,internet-egress,1674.57,75.36
2026-03-25,service-12,service-1,VPC-peering,1439.45,14.39
2026-03-25,service-1,service-2,cross-AZ,2122.34,21.22
2026-03-25,service-2,service-3,cross-region,539.81,10.8
2026-03-25,service-3,service-4,internet-egress,2135.17,96.08
2026-03-25,service-4,service-5,VPC-peering,1486.99,14.87
